label	comment
0	黑划算！阿姨的态度黑好！店里面还有Wi-Fi！环境还不错！而且还办了积分卡！满十杯还可以换一杯！好像是这样的！哈哈哈哈哈哈哈哈哈哈哈哈！在凑字数！买了很多次了！感觉棒棒棒！推荐购买！而且茶都是立顿的！感觉不错！#茉莉花茶#
0	生煎包就他家好吃又干净。就在协信星光过万达的天桥上面，非常好找
0	非常好，藕很趴，好吃好吃！！态度超级好！
0	分量足好吃！比西安老院好吃！
1	点了三个菜，口水鸡偏淡，没有盐味，粉蒸肉又是一坨一坨的，最离谱的是肥肠，居然是酸的，真怕吃了会拉肚子，这么做生意，哪里来的回头客
0	难吃难吃哎真难吃啊哎
0	要是有两人餐团购就好了，不过这样单人的也比较划算，米饭里面有偶黄油，所以拌的时候需要一起搅拌，桌上有甜口的酱，毕竟黑胡椒味道比较重稍微调一下味道也是不错的选择。下次还会回购的～
0	一个人去的，百闻不如一试，确实是不错的一家串串香店。店面不大，很干净整洁。说说串串香的菜品，荤素分类摆放，种类多多，而且很新鲜。我觉得加盟店的菜品就是好，没有那些长期冰冻的菜，我中午去的。老板都是带着一次性手套在串菜，很卫生。加盟店卫生味道各为方面有保障，老板人很年轻很随和。价格很实惠，吃货们多支持下。以后想吃串串香，就来土炮李记串串香这家店。
0	味道还不错，对于人和的人来说，近是关键。
0	这里的菜品挺不错的，而且还有那种半份半份的，有时候点一份吃不完，可以点半份挺不错的，这样不会多浪费，店主，想的蛮周到的，服务也挺好，环境也很好，而且也比较卫生挺干净的，总体感觉很不错如果好吃，下次还会再来。
0	寂静森林，百果汇，买过两次了，蛋糕很好吃，不喜欢都吃完了！真心划算！
0	菜品好得没话说
0	我看土豆肉丝应该叫土豆丝，而且迟到一个小时
0	酸辣粉还可以，配一杯咖啡超划算的哟！
0	我们十个人吃的，没吃完，浪费了一些，味道挺好的。上午把验证码给工作人员验证了，晚上直接去吃的。在江边吃东西感觉挺有意思的，就是星期五不太好停车。以后会给朋友推荐。
1	一直都是这家点，今晚点了2份，居然第二份有个这么大虫子，真导胃口
0	玉米和热狗超难吃。。都吃了一口就扔了。菜品质量差 
0	明明就没有煎蛋啊 店家死不承认，点了这么多外卖还能污你一个煎蛋？第一个差评拿好不谢
0	味道好～三个人吃刚刚好10分好评
0	很小资，菜品都很精致，分量不算多但样式足够
0	差评，非常难吃，一半都是死虾，而且白白等了一个半小时，如果堂食太多忙不过来就别上外卖。不会再点了。
0	不错，味道好，价格不贵，使用券后更优惠了
0	味道一般蔬菜不新鲜，说没有那么小的鱼强制称了五斤鱼，两个人吃五斤鱼店家太会做生意了。
0	喜欢这家的味道这家的口感.
0	只要每次经过那面都会喝，一如既往的好评
0	货真价实，美味可口，麻辣鲜香，正宗小面，服务周到，有空再来！
0	个人觉得很好喝，稳如国足，长期喝酸奶，喝不来加了奶精粉的酸奶牛，感觉有点闷.
0	常常去那里吃，味道蛮好的，老板是一对夫妻，人也挺好的
0	菜品很新鲜，两人套餐两个人根本吃不完，我们三个人去吃就加了个餐位费和饮料，妥妥的够吃。
0	好像是新店，上次同学生日一起去的，这次是团了和室友一块儿去的。味道很好，毛肚鸭肠都很新鲜好吃。自助的调料和粥，米饭，银耳汤很方便，希望店家能一直这样，量足，味道好，服务态度也很好。很不错，老板很热情。位置很方便，店里东西也不贵，很不错，推荐推荐。希望一直好好做下去。哦哦哦对了，手工老肉片有点点厚了。其它都很好。
0	老板人很好，环境也不错，只是有点难找，不过听老板说要涨价了
0	每次消费都要评价，好累啊，老顾客了
1	感觉考的土豆粉全部都是花椒面堆出来的，一吃进去就像吃了一堆面粉一样，还有就是排骨是臭的不知道老板放在冰箱里面放了多久了，今天算我倒霉吧
0	也太难吃了吧，也不新鲜，送得也慢
0	菜品新鲜、服务好环境好．菜品多．值得拥有。
0	菜一点都木有入味道
0	价格实惠，环境优雅，鸭肉好吃。
0	速度还是很快的，分量足，味道一如既往的好，就是唯一不好的是，等杯酸奶太热了……问了说有空调，可是一点风都没有，太阳棚也完全不遮阳……哎……
0	门口的，吃习惯啦，分量足，可以吃
0	真的很不想给差评，可是肉只有2-3片，而且尖椒就是你们所为的泡山椒，超级难吃，再也不得点了。12块钱值得嘛！难吃难吃
1	昨天晚上买的，#辣子田螺#是臭的，闻着都是臭味，根本没法入嘴，直接甩了，#香辣虾#里面的洋葱颜色已经很黑了没有一点水份，不晓得是下了几次锅了，就算是别人吃剩下的你也应该把那些洋葱芹菜掏出来用新鲜的呀！作弊还做得那么差，真是连一分都不想给！大家不要来买了！菜品太劣质了，请做良心商家，谢谢！
0	蛋糕真的很好吃哦 就是我过去的时候才现做 等了一会儿 过了这么久才来评价啦 不过真的喜欢 推荐！
0	骗人的东西 难吃的死  早说是鸡肉的 我点都不会点
0	饿死了。不过连饿都不想吃。真难吃。肥肉不是一般的多。
1	不干净 吃了拉了一天肚子 吐得不行
0	菜品丰富好吃，我们6个人团的，没吃完
0	养生汤套饭居然不含饭，到了还另收费！
0	吃的全散袋子里，那么脏还怎么吃？
0	王哥，红烧肥肠呢？怎么是酸菜肉丝？
0	芒果汁很难喝，汉堡也难吃
0	好吃。都去了好几次了。下次还去哪儿。
0	服务态度好，卫生又好吃，下次还来
0	味道非常好，环境也不错，就是位置不怎么显眼
0	还不错，服务、环境都挺好的，菜品也比较新鲜，有些菜品的口味稍微差一点，还需要改进，愿越来越好。
0	可以，经常来吃
0	分量足，味道很好，鸭架汤很新鲜，服务态度很好 #烤鸭# #鸭架汤#
0	味道很好，环境也不错，价格实惠。。。
0	服务很周到，味道也很好，环境也很好，老板人也很好的！中午来吃，菜品也这么新鲜，种类也蛮多的啦，推荐小伙伴们也来试试，聚餐就来这里吧！！
0	太慢了下次不在这里买了
0	店太小了，这么好的生意，该扩充店面了，味道很不错，值得排那么久的队。
0	味道好，服务好，总之都好
0	人超多，上菜有点慢，可以理解，3个人没吃早饭，点的三人套餐，居然没吃完
0	服务很好 夏天喝一杯感觉太好了
0	难吃就算了，鸡全是边角，没得点肉。
0	#蓝莓山药泥##羊杂汤#非常好吃菜品的种类也很齐全已经和小伙伴去过好多次了
1	这是什么鬼！连塑料都煮在一起！
0	超级好吃的大盘鸡！没有之一！
0	地方很不错，每次都是首要选择！每次都去，老板都很热情！
0	味道不错！经常去
0	味道好，分量足！老板也很热情，必须赞
0	还好吧，味道不是特别的有特色，离其他的泰式火锅要稍微欠缺一点，价格的话不是特别值
0	吃过好多次了，一直都吃得这家，下次还要来
0	非常好的团购，很实惠，味道也赞，就是位置不好找#白灼虾# #椒麻毛肚# #老肉片# #无骨凤爪#
0	不好吃 送得慢 而且 可乐还破了
0	味道还可以的  团购后价格也不贵
0	味道不错，价格实惠，适合学生消费
0	很好。味道不错！！服务特别好！！
1	我和朋友吃了拉肚子都上了好几次厕所了！
0	超级难吃，再也不想吃了
0	很不错哦，平时老公都不怎么吃 这次是吃得超干净的
0	味道好，分量足，老板服务好，强烈推荐
1	包装不错，可是有股味儿感觉放了好久，吃了就拉肚子了
0	不错，很划算，味道非常棒！大家可以去试试
0	烧白不好吃，还不带米饭，如果人家就点了烧白，那不是人家光吃肉吗？搞笑，还好点了一份饭，饭还那么少，必须差评。希望你们把价格加1元然后带饭，记住
0	菜品可以，味道霸道。
0	环境好，经常和朋友来谈事
0	服务周到，菜很好吃，团购很划算
0	便宜又实惠，味道很不错，分量足
0	性价比不高，有点小贵 #T骨牛排# #肉眼牛扒#
0	去解放碑两次，想吃就没找到地方。。。真的是视觉盲点啊！就在人行横道拐角，要说好找真是好找！价格实惠，料足味道很不错！黄桃加了蓝莓酱很好吃，抹茶味的淡了点也不错
1	菜不新鲜，肉都是臭的，全丢了，朋友们买的时候注意了
0	外观太不卫生了，以后再也不会来第二次了！
1	吃着就有点酸味，然后拉肚子了。
1	菜有几样都是有味道的，猪血更是臭的！
0	一如既往，天天来吃，只吃牛排。不错！
1	凉虾蛮好喝的 那去冰箱冻了下更好喝 可是为什么有钢丝球 差点吐进去了
0	感觉还不错 味道不错 服务也很好 上菜速度快
0	太难吃，孜然也没见着，土豆难吃
0	东西很好吃、服务员很漂亮
1	菜里有虫 不干净 真的失望
